,4-hydroxy-proline,(4-oxoproline),ergothioneine,asparagine,serine,pantothenate,"3',5'-cyclic-AMP",(dehydroalanine),urocanate,glutamate,xanthine,(3-methyladenine),aminoadipic acid,aspartate,(glycero-3-phosphoethanolamine),"(2,3-dihydroxy-3-methylbutanoate)",adenosine,fumarate,glutamine,lactate,monosaccharide (glucose),thymine,biotin,xylitol,(queuine),adenine,inosine,hypoxanthine
rplo 376 (Proteobacteria),-0.0062080966,0.007893325,0.010345956,0.0076896725,0.005963479,-0.0069371145,-0.0076438226,0.011721721,-0.010103052,0.0029815733,-0.008081023,-0.008728016,-0.009711469,0.012431495,-0.008540686,-0.01152801,0.010105698,-0.015869042,0.0023943577,-0.0032480208,-0.008743431,-0.00907355,0.0037422965,-0.012651311,0.0005820816,0.0021764738,0.0025176983,-0.00819168
rplo 377 (Chloroflexi),0.012671995,-0.007577372,-0.014087625,-0.01034055,-0.0045836847,0.0066548474,0.009600385,-0.011518511,0.00861095,-0.0041739247,0.007979454,0.013081017,0.009879884,-0.011051666,0.0053596394,0.00888924,-0.012654331,0.012308474,-0.0014942095,0.0024186329,0.0065451344,0.012732847,-0.010801925,0.0067641963,-0.01301265,0.0016171571,-0.0026717763,0.008799495
rplo 379 (Cyanobacteria),0.0014763576,-0.001019739,0.004127844,-0.005018617,-0.0019776155,-0.0038491783,0.00019926604,-0.0069602295,-0.004203497,-0.0008653181,-0.00021795809,-0.004863434,0.0022274058,-0.0072073573,-0.00899633,0.0010771034,0.00031138991,-0.0026181082,0.0066303615,0.0047867154,0.00064875983,-0.00082874385,-0.0054696817,-0.0012000159,-0.011118079,-0.014967674,0.0031648576,-0.0010561638
rplo 380 (Actinobacteria),0.017852783,-0.008255933,-0.013006264,-0.014076319,-0.011557634,0.0068950993,0.007601401,-0.02000245,0.011853481,-0.0010830913,0.011939488,0.014215123,0.020500883,-0.020623976,-0.00023174951,0.010036211,-0.018580882,0.019215887,0.0017178438,0.011955951,0.010191671,0.017707957,-0.013329493,0.009658488,-0.009346021,-0.003356251,-0.006061409,0.020724123
rplo 381 (Bacteroidetes),-0.0075157015,0.00047461028,0.0022966696,-0.0053623496,-0.006690129,-0.005496725,-0.0062529407,-0.0031599114,-0.0071453084,0.0040908437,-0.0032229715,-0.005467916,0.0065721767,-0.0011436841,-0.014312701,-0.00021317515,-0.0014458979,0.0053006327,0.00079658657,0.0032185437,0.0075700902,-0.0041817697,-0.0030035763,0.001187222,-0.010043408,-0.013236679,0.005958227,0.00059681607
rplo 383 (Actinobacteria),-0.002172322,0.004101534,0.002796022,0.0027318012,0.0066688536,-0.005445285,-0.0023940932,0.0021868383,-0.0023552484,0.014272755,-0.004954508,-0.0020651652,-0.0050332192,0.0018030305,0.007631617,0.00053779216,0.0029352496,-0.005592832,0.008467558,-0.0023885672,-0.009104291,-0.005940565,0.0040123677,-0.010929202,0.0016165037,0.0056040315,6.638711e-05,-0.006121871
rplo 384 (Bacteroidetes),-0.018208535,0.015226814,0.021262188,0.015620648,0.013907945,-0.01495813,-0.018932838,0.019591441,-0.011947258,0.011637902,-0.016980022,-0.01909415,-0.020139184,0.019017044,0.0017122622,-0.01604303,0.022719765,-0.018180229,0.01184552,-0.009129116,-0.018697016,-0.017124798,0.013025917,-0.021307023,0.01514127,0.007666449,0.009333042,-0.018224092
rplo 385 (Chlorobi),0.005143181,-0.007342553,-0.011881893,-0.013668141,-0.010661181,0.0027340653,0.0022713384,-0.012056309,0.002586356,-0.007350241,0.0055258693,0.002151288,0.0117416475,-0.009420035,-0.016601345,0.008563256,-0.016198736,0.009852097,-0.007756847,0.013588513,0.007861876,0.008167362,-0.013393854,0.005697721,-0.022585323,-0.023574827,0.0070736245,0.008488971
rplo 386 (Actinobacteria),0.015436306,-0.008976705,-0.013395134,-0.007445752,-0.0042737783,0.0130364895,0.012807385,-0.0075069666,0.011176676,-0.007381231,0.011562244,0.018303262,0.011183283,-0.008418621,0.013000348,0.007344738,-0.011386025,0.014671028,-0.008512136,-0.0032816755,0.012719806,0.014695028,-0.002618237,0.013016915,0.0033014568,0.015278539,-0.010758017,0.0130289495
rplo 388 (Verrucomicrobia),0.0038330352,0.00038760077,-0.004208623,-0.0036465174,0.00021203363,0.0039306823,-0.006446545,0.0057419646,0.0010898464,-0.0069536655,0.003785838,0.0014905233,0.003393668,0.0046180035,-0.008565836,-0.00046120823,-0.004990223,0.0041282414,-0.014668937,0.008139265,0.0061799856,0.005078429,-1.5747282e-05,-0.0019222822,0.0054088463,-3.992938e-05,0.004159223,0.007229586
rplo 389 (Armatimonadetes),-0.0081089195,0.010799324,0.01646879,0.009759082,0.009001768,-0.009849438,-0.014587594,0.015989378,-0.012560994,0.005021648,-0.010982475,-0.013676881,-0.011300209,0.015450895,-0.0075345254,-0.01502914,0.013251327,-0.016440677,0.0030006692,-0.0067040063,-0.008267516,-0.01111078,0.011413956,-0.015994284,0.011118268,0.0020036895,0.005157635,-0.008492681
rplo 390 (Actinobacteria),0.013097801,-0.0019916948,-0.0056315027,-0.008354756,-0.0039724773,0.0011483246,0.0037298691,-0.012748662,0.0026518477,0.0048350897,0.0063786483,0.008706339,0.0148344925,-0.013199337,-0.003430577,0.004216061,-0.012914824,0.011279897,0.0063343896,0.007997934,0.008419412,0.010605793,-0.008374334,0.0031513006,-0.010787267,-0.005057139,-0.001154199,0.015093296
rplo 391 (Thermotogae),-0.027597316,0.024334054,0.029918084,0.02622779,0.021709342,-0.025253568,-0.02670605,0.027530327,-0.027544718,0.02220721,-0.027803857,-0.027073862,-0.025823882,0.027527241,-0.006576446,-0.025416927,0.029075697,-0.021114133,0.021369722,-0.018151307,-0.017484386,-0.02947431,0.02252716,-0.023388593,0.011174606,0.0007147823,0.020106206,-0.025599958
rplo 393 (Actinobacteria),0.014280165,-0.004683404,-0.011682638,-0.005468985,-0.0018797377,0.008922898,0.007698685,-0.0058836346,0.009440933,-0.0016755695,0.009000454,0.014639744,0.013756339,-0.0071205767,0.008807369,0.004136166,-0.0124078095,0.015200919,-0.004750032,0.0016254105,0.012244527,0.012307362,-0.00093099184,0.009988513,0.005267109,0.012383688,-0.0073336596,0.015973827
rplo 394 (Bacteroidetes),0.010183114,-0.0063861716,-0.0022016875,-0.0042336346,-0.004593085,0.00900861,0.0070673204,-0.004951614,0.007270419,-0.009789681,0.009025215,0.006665615,0.007342494,-0.0067425263,0.0049365773,0.0033436846,-0.0053594364,0.0045736507,-0.007845217,0.00026363487,0.008578555,0.0088467635,0.002187934,0.009639651,0.011220941,0.0027035514,-0.009575242,0.010058623
rplo 395 (Bacteroidetes),-9.5099385e-05,-0.0028765788,0.00089847157,-0.0073242844,-0.0054504164,0.00021048721,0.0029158434,-0.006269062,-0.00084109366,0.0045472225,0.0032005878,-0.0033135,0.0029853915,-0.003294646,-0.010364818,0.005285117,-0.006332662,-0.009705885,0.001427327,0.010725098,-0.00010502289,0.0046146056,-0.011285438,-0.0075641572,-0.02014928,-0.011366596,0.0022136746,0.0050599105
rplo 396 (Chloroflexi),0.020035394,-0.017883388,-0.020077158,-0.0152910305,-0.012828726,0.017022336,0.02050761,-0.016496997,0.019329786,-0.016454902,0.015959304,0.019471226,0.01141114,-0.016780782,0.013886201,0.015679473,-0.015623578,0.009559352,-0.013900426,0.0006449932,0.005451984,0.016907267,-0.009793393,0.014240758,-0.0016334583,0.006982019,-0.019450767,0.0097396085
rplo 398 (Chloroflexi),0.0038514184,-0.002084153,-0.008330919,1.897244e-05,0.002019005,-0.0008341455,0.0051070666,-0.0055297744,0.0052287304,0.0031834738,-0.001585505,0.0030650536,0.00018391477,-0.0056552617,0.009091179,0.004014201,-0.004567063,0.004381859,0.005919778,-0.0010653761,-0.0067891143,-0.001317609,4.144813e-05,0.0024065448,-0.0026197059,-0.00091635896,-0.0009934648,-0.0033213487
rplo 399 (Proteobacteria),0.007877153,-0.0076026954,-0.0049924185,-0.0029969804,-0.0013950531,0.0086273365,0.014188221,-0.0056416993,0.013093971,-0.004798244,0.006232358,0.008591479,0.002649416,-0.006568351,0.02206631,0.0061004553,-0.0015629816,0.0010128702,-0.0030708672,-0.0037614717,-0.0035195756,0.0027786917,0.0038760249,0.00713413,0.015881995,0.013710065,-0.018222578,-3.5451925e-05
rplo 4 (Firmicutes),0.019684277,-0.026233837,-0.02188853,-0.024171397,-0.02509669,0.026354903,0.027573807,-0.02546948,0.027193604,-0.026386732,0.027044294,0.022751026,0.020981923,-0.02591952,0.0107272,0.024522562,-0.018254934,0.016380413,-0.022850178,0.012451448,0.017119873,0.02431815,-0.018333998,0.026801815,-0.0004908284,0.004412508,-0.026473014,0.018775273
rplo 40 (Acidobacteria),-0.014651172,0.0061754123,0.017286511,0.0057312124,0.008044595,-0.010659591,-0.005802437,0.009768155,-0.0086251935,0.004323779,-0.012298658,-0.018715931,-0.016249489,0.012724611,0.00096660084,-0.008495511,0.014956293,-0.024162449,0.008884874,-0.006853227,-0.017208874,-0.013412817,0.005309342,-0.017645655,-0.0015151761,-0.00704258,0.0053242897,-0.018664675
rplo 400 (Proteobacteria),-0.0061679035,0.0068810596,0.00900185,0.013309284,0.011811464,-0.0043650554,-0.002010095,0.012527767,-0.00013209418,0.0007838122,-0.008242985,-0.006796742,-0.018163377,0.011128742,0.013730491,-0.008448838,0.016299877,-0.01669284,0.005093868,-0.0076356507,-0.021860931,-0.011976724,0.009919027,-0.010781463,0.018144576,0.013533547,-0.004842332,-0.017276155
rplo 402 (Proteobacteria),-0.009682165,0.0012165083,-0.00011806795,0.0020040935,0.0025481721,-7.233881e-05,-5.670037e-05,0.003375661,-0.0034756595,0.000899425,-0.0014178439,-0.004746707,-0.0010236673,0.0052821673,-0.0046145804,0.0012943414,-0.00021982411,0.0024028942,-0.0020225656,0.0039079846,0.006325262,-0.003039791,0.000237256,0.004465172,-0.00747523,-0.007665493,0.010795597,-0.0014150762
rplo 403 (Bacteroidetes),-0.01821686,0.015562096,0.013943869,0.012368891,0.01587516,-0.0149928,-0.018404238,0.017972492,-0.015472553,0.012298295,-0.016694158,-0.016665094,-0.013992893,0.019313738,-0.005668968,-0.013291286,0.012949047,-0.0067607844,0.008146372,-0.0039866064,-0.0097801415,-0.016224585,0.011242207,-0.015626524,0.0024273854,-0.005089016,0.020367136,-0.014952012
rplo 404 (Cyanobacteria),-0.01741389,0.015858859,0.016045133,0.021467764,0.012045593,-0.014920939,-0.014959513,0.016417455,-0.014099386,0.011747576,-0.017966826,-0.01380971,-0.016395811,0.01673453,-0.0013296296,-0.018408652,0.018476827,-0.008482043,0.015731761,-0.013307551,-0.013729897,-0.018028652,0.013921398,-0.008434113,0.009460803,0.0044192565,0.01066016,-0.0154346265
rplo 408 (Deinococcus-Thermus),-0.009914977,0.01522867,0.016278319,0.009658761,0.02009327,-0.012138455,-0.013638926,0.018930243,-0.01606737,0.009515791,-0.01258437,-0.013902981,-0.011675374,0.01919762,-0.0038826796,-0.014220907,0.011847797,-0.0124927405,0.0057779197,-0.0031119864,-0.0064042266,-0.013160093,0.012089483,-0.018305253,0.0049720625,-0.002469944,0.015256686,-0.011329669
rplo 409 (Gemmatimonadetes),0.009679548,-0.011101198,-0.0040398245,-0.0058595263,-0.0075684213,0.013402666,0.013996945,-0.0067934096,0.009354748,-0.015152385,0.011445029,0.011907209,0.003634473,-0.007620481,0.012422415,0.0071079372,-0.002629232,0.0040728454,-0.010637355,-0.007752221,0.008501921,0.010904109,-0.00058870093,0.013400495,0.007935334,0.009212233,-0.0147847105,0.0049668895
rplo 41 (Proteobacteria),-0.0061305966,0.0014323991,0.006246775,0.005523479,0.009250311,0.00061310024,0.0028422526,0.011337702,-0.0015372502,-0.0063935774,-0.0037402364,-0.007173067,-0.008223381,0.011345662,0.008339936,-0.0059828507,0.010298474,-0.010846776,-0.002872022,-0.007473348,-0.00067702885,-0.007245344,0.0093950685,-0.00013283298,0.011134594,0.0066931155,-0.0007939367,-0.009159503
rplo 411 (Firmicutes),0.0009036497,-0.0027573588,-0.0012242402,-0.0069102794,-0.0014473093,-0.00014318331,0.0030885013,-0.002838368,-0.0020952,-0.0015164262,0.0020668064,-0.005049439,0.0018973663,-0.00070667855,-0.011657237,0.0033574032,-0.005329873,-0.010190473,-0.0012139842,0.009036885,0.0024157,0.0026500793,-0.009420522,-0.0054465705,-0.019840624,-0.014183645,0.005087505,0.0023839169
rplo 412 (Acidobacteria),-0.011344538,0.008677087,0.01207583,0.011922398,0.0077714943,-0.005345715,-0.009075764,0.013290949,-0.008272841,7.898375e-05,-0.008101939,-0.0059090527,-0.010094244,0.012799549,0.0034376802,-0.010997931,0.014145017,-0.0012818566,0.001774302,-0.0124660395,-0.002184225,-0.009222886,0.012028451,-0.0010203577,0.0151389325,0.006955868,0.0046395645,-0.00982019
rplo 413 (Bacteroidetes),0.0014389786,-0.0008726494,-0.009373017,0.0010035333,-0.003864086,0.000675661,-0.003470717,0.0007353627,-0.002086123,0.00038656808,-8.375536e-05,0.0022740723,0.0020957158,0.0014058682,-0.011771538,0.0010846987,-0.008751917,0.0040332465,-0.0060295467,0.00059038645,0.005005688,0.0023677114,-0.001566519,0.0027451578,-0.009708736,-0.0058150585,0.006336061,0.0053104092
rplo 414 (Chloroflexi),0.0011883787,-0.0035708994,-0.009691429,-0.009354411,-0.008103887,-0.00019113025,0.0022600736,-0.010180804,0.0016220376,0.00019234758,0.002130354,0.003587086,0.01270608,-0.0067633623,-0.0093232915,0.0050040483,-0.013003742,0.013081103,-0.00077958783,0.008204762,0.007767355,0.004679842,-0.010330694,0.006747156,-0.018723754,-0.014485977,0.0049680257,0.007409394
rplo 415 (Verrucomicrobia),-0.015478846,0.01604836,0.014686655,0.015942337,0.019007884,-0.017968703,-0.012682281,0.016154466,-0.02299526,0.018838907,-0.019544233,-0.016846787,-0.015465136,0.018439386,-0.008409689,-0.014858141,0.010647646,-0.014067347,0.016550725,-0.011575276,-0.008679921,-0.019521875,0.013447221,-0.015483446,-0.010295448,-0.010928234,0.021251662,-0.016650772
rplo 419 (Bacteroidetes),-0.012782755,0.016400954,0.020854497,0.016784286,0.01877751,-0.014078745,-0.011461819,0.01942247,-0.018001238,0.011476969,-0.015813898,-0.014828462,-0.017921573,0.01921051,-0.002133801,-0.018517718,0.020592272,-0.019832466,0.013719634,-0.009593069,-0.013412124,-0.018318472,0.012632452,-0.017866805,0.006263971,0.0056169755,0.008767919,-0.01729257
rplo 42 (Acidobacteria),-0.013679921,0.006021136,0.017326232,0.0082469955,0.009069693,-0.0068227635,2.9682913e-05,0.008291904,-0.005483736,0.004628159,-0.008884411,-0.012415779,-0.013753128,0.010145852,0.010463195,-0.006978932,0.016317392,-0.017304558,0.009088527,-0.007476586,-0.014431461,-0.013620493,0.008654185,-0.009426897,0.008747132,0.0013429538,-0.001390191,-0.017240718
rplo 420 (unknown),-0.0057587307,0.0029699667,0.0011020433,0.0032517337,-0.004094786,-0.005866787,-0.010397354,-0.00137007,-0.0034797876,0.007907492,-0.004593359,-0.002565421,0.0032620253,-0.0031474002,-0.0047549205,-0.0019802442,0.0024044474,0.011509167,0.007249905,-0.0034889234,0.005463428,-0.0031440288,0.0032669771,0.004577246,0.0040085763,0.00017087763,0.0051335813,0.0022633031
rplo 422 (Chloroflexi),0.00052727916,0.009513941,0.0073055625,0.0075568263,0.01575663,-0.006406391,-0.0052710585,0.011259321,-0.004899214,0.004794539,-0.007954275,-0.0061709816,-0.0085816495,0.011920193,0.0043592034,-0.011020759,0.0039964304,-0.010422033,0.0064853644,-0.002832205,-0.01166273,-0.0041259057,0.007200394,-0.014558003,0.0034441233,0.002509616,0.0076517584,-0.00538986
rplo 424 (Acidobacteria),-0.0047267834,0.0075426875,-0.0015549111,0.009879362,0.008799955,-0.006932267,-0.00838162,0.007983548,-0.009109228,0.009485054,-0.008544837,-0.0037894342,-0.00568938,0.008223417,-0.005870855,-0.0054102447,-0.0011695202,0.0019465658,0.0052023297,-0.0053349347,-0.0006308084,-0.0057529886,0.006839591,-0.002852951,-0.0063121533,-0.0044497713,0.015237432,-0.0030069447
rplo 425 (Chloroflexi),0.0041059633,-0.002307478,-0.00038515453,-0.0062082666,-3.3637945e-05,0.005542357,0.0076519875,-0.0029904323,0.0011894946,-0.0022188975,0.0062679024,0.006980623,0.010919524,-0.002706218,0.003927758,0.0018790609,-0.0035409587,0.009290657,-0.0044598565,0.0030493664,0.013572356,0.0034374264,0.00028840208,0.008629238,0.0037046396,0.0043711103,-0.005559494,0.0072568487
rplo 426 (Firmicutes),0.003224694,-0.009071297,-0.0020032122,-0.011344804,-0.015425232,0.005404061,0.0075184186,-0.017939795,0.0100326445,-0.0029041832,0.01055204,0.0019695044,0.010196843,-0.017249212,-0.004060107,0.011721638,-0.0066885413,0.0024314888,0.0031729832,0.014798565,0.0036198455,0.0115458965,-0.016877351,0.0057304907,-0.012396059,-0.009565494,-0.0060084034,0.011269101
rplo 427 (unknown),0.0009475566,0.0025696594,0.0047143903,0.008188696,0.008650499,0.00046624657,0.0048478544,0.006259793,0.00612488,-0.0005485908,-0.003344122,0.00048710906,-0.008977447,0.0049465145,0.021588385,-0.005596076,0.010099934,-0.008376748,0.0040126476,-0.008110033,-0.015697163,-0.006264727,0.0100624785,-0.0037245196,0.022515763,0.018692257,-0.012492831,-0.0097936755
rplo 429 (Bacteroidetes),-0.006175405,-0.0034238268,-0.0026875252,0.0033181175,0.00010991831,0.0012775892,0.0037819364,0.0030232836,0.0014595167,-0.0014597019,-0.0025667616,-0.006459274,-0.00904421,0.004677728,0.00077025895,0.00313392,0.0006847211,-0.012029665,-0.0038863155,-0.0014866468,-0.0074690115,-0.0052164686,0.0024826764,-0.0014171967,-0.0037640948,-0.004916856,0.0012228371,-0.0081224125
rplo 43 (Proteobacteria),-0.014157978,0.007448369,0.010828,0.011587186,0.004890479,-0.010841646,-0.0056525334,0.008023932,-0.0079699,0.010185104,-0.0127819395,-0.011663413,-0.015143826,0.010428446,0.00094647915,-0.009154789,0.014017783,-0.017362546,0.015080048,-0.010714536,-0.015726592,-0.011643364,0.0016846494,-0.012261484,-0.0066216798,0.0036201708,0.0043022577,-0.014921418
rplo 430 (Proteobacteria),0.0053367545,0.00426921,0.000597561,-0.000879743,0.0019908901,-0.005364524,-0.006202485,-0.003968869,-0.00015999851,0.0048958044,-0.0022407693,-0.0016036103,0.00019399649,-0.004247257,-0.006313658,-0.0027069207,-0.0031138007,0.00039303617,0.009794971,0.0090428945,-0.009728852,0.0037568528,-0.0072421455,-0.009987591,-0.00931742,-0.006005068,0.007264568,0.0030520896
rplo 432 (Actinobacteria),0.009266698,-0.0051583285,-0.00472227,-0.0018215907,0.007637827,0.0057754423,0.010215756,0.00036636167,0.007921711,-0.0058811735,0.002656978,0.0014707904,-0.0063086594,-0.00030859213,0.015237605,0.005368082,-0.0039320807,-0.009741125,-0.00605848,-0.0010204305,-0.010759436,0.00097612763,0.005977894,-0.0041492176,0.007414563,0.0002144308,-0.005840793,-0.005707645
rplo 434 (Firmicutes),-0.021573545,0.015696453,0.018855548,0.023155773,0.015662642,-0.016933454,-0.017123919,0.020559413,-0.013978731,0.013550098,-0.021181805,-0.019691294,-0.024954863,0.019689072,0.005189287,-0.016056884,0.023877077,-0.017448552,0.014216667,-0.017282968,-0.022049997,-0.02469883,0.020703552,-0.01497046,0.018358547,0.004410243,0.009289652,-0.025338456
rplo 435 (Actinobacteria),0.010648859,-0.0056936704,-0.0085742185,-0.011143535,-0.0008997202,0.008659993,0.010292497,-0.0072787367,0.008468103,-0.0048135635,0.009367808,0.010596705,0.014219948,-0.0060633533,0.007351294,0.0064147655,-0.013069465,0.012916748,-0.0074341916,0.007407969,0.01128349,0.010821811,-0.0038161897,0.007799562,-0.00097594224,0.0009926977,-0.004118936,0.012079976
rplo 436 (Proteobacteria),0.0049085617,-0.013139193,-0.0072373115,-0.01409795,-0.021407448,0.0103433,0.008528725,-0.016140582,0.011492129,-0.007201095,0.01332229,0.0050616157,0.01130726,-0.014394496,-0.008956694,0.013353564,-0.011003247,0.0001562204,-0.008903926,0.014469538,0.0061322236,0.01384233,-0.01738224,0.0061435737,-0.012529304,-0.006522603,-0.010568894,0.013986511
rplo 439 (Actinobacteria),0.012640011,-0.008191821,-0.01405944,-0.010479207,-0.004880433,0.0075524966,0.010131837,-0.011439046,0.008974017,-0.0043172743,0.008237235,0.013628241,0.009628888,-0.011047203,0.0065548997,0.009138892,-0.012176833,0.012772633,-0.0021667776,0.0016352003,0.0068456642,0.012927004,-0.010132505,0.0072717234,-0.011681392,0.0037417186,-0.0035058772,0.008631901
rplo 441 (Proteobacteria),0.019375034,-0.015694095,-0.018064212,-0.01740221,-0.012251429,0.01727059,0.01446388,-0.016404012,0.014013456,-0.020771595,0.018865863,0.018178765,0.015879296,-0.018096354,0.00078095257,0.015708786,-0.017216811,0.019522974,-0.017305078,0.009035255,0.018011097,0.020699091,-0.01246277,0.019229358,-0.0059844614,-0.004003611,-0.007284663,0.016228369
rplo 442 (Actinobacteria),0.008378998,-0.0027511308,-0.011997477,-0.004401764,-0.00027981168,0.0053247446,0.0054157265,-0.004173468,0.0070075816,0.0038416975,0.0049903165,0.011642103,0.008961502,-0.0042780275,0.0073184734,0.0047256816,-0.009702713,0.012035881,-0.0012167172,0.002726806,0.0066500967,0.008223894,-0.0040590623,0.004299744,-0.0029626326,0.012257499,-0.0026243401,0.009813109
rplo 45 (Proteobacteria),0.012613002,-0.008910837,-0.0054261773,-0.011911391,-0.0027976753,0.0110399965,0.011146741,-0.005368895,0.011083249,-0.011756038,0.011452628,0.010165164,0.0051031983,-0.0063514304,0.011778552,0.0082929395,-0.004463251,-6.206258e-05,-0.011221301,0.0026855797,0.003161708,0.01123372,-0.0055649434,0.0010424779,0.00531857,0.009285683,-0.013294501,0.0048985872
rplo 450 (unknown),0.010152335,-0.0025046938,-0.010200309,-0.0028927263,-0.0037285965,0.002675344,0.0010359347,-0.0080341725,0.003630371,0.00021343962,0.0039364886,0.00873439,0.012449116,-0.0094948895,-0.0019139025,0.0021259307,-0.011714651,0.018360972,0.0014218019,0.0016318111,0.011462581,0.008275344,-0.0011814802,0.011585176,-0.0020687557,-0.0012204079,0.0018982808,0.013344122
rplo 453 (Actinobacteria),0.003908166,0.0007637766,-0.007713769,6.294176e-05,0.0006284791,-0.0024938663,-0.004556119,-0.003140042,-0.0025935255,0.0020862604,-0.0013621087,0.00053139374,0.0028272804,-0.003943146,-0.010009795,0.0012563819,-0.008314195,0.008922256,0.0025388831,0.0034991184,0.0037722406,0.0027608166,-0.002205574,0.002568554,-0.01176852,-0.011455503,0.012264054,0.004627043
rplo 455 (Gemmatimonadetes),-0.007219401,0.0016675809,0.0061796634,-0.00052879675,-0.0023195823,-0.004669315,-0.007882788,0.0056454516,-0.008444845,0.0032143486,-0.0041345167,-0.008981621,-0.004285636,0.0066926535,-0.012807969,-0.0022613734,0.0036639816,-0.012092689,-0.003725382,-0.0011665011,-0.00037674909,-0.0057635647,0.0011779483,-0.009591032,-0.0043729986,-0.0068610418,0.0030846912,-0.0041232053
rplo 458 (Chloroflexi),-3.2091528e-05,0.005000687,0.00453124,0.002805664,0.009384012,-0.005947914,-0.0013848526,0.0038436675,-0.00290648,0.0006812614,-0.006566612,-0.0038371056,-0.009103727,0.0054857344,0.0044440143,-0.0062253904,0.004757929,-0.008490736,0.009008398,-0.0041036783,-0.013659387,-0.0020332152,-0.0019514054,-0.01185937,-0.008019775,-0.0008628767,0.006127266,-0.009476248
rplo 459 (Proteobacteria),0.0090104565,-0.007389786,-0.008755262,-0.0046734284,-0.0018110205,0.0121726645,0.008484493,-0.0020017046,0.009414561,-0.008917311,0.011286628,0.0064688027,0.005801977,-0.003645799,0.0028039122,0.0075133084,-0.008376167,0.0022970613,-0.011296924,0.0072864564,0.011737733,0.0120962765,-0.0028920656,0.007956228,0.0020280425,0.0051625725,-0.0028384032,0.012796011
rplo 46 (Proteobacteria),-0.016432907,0.007934984,0.008792345,0.0054077487,0.0052114553,-0.012293955,-0.008466831,0.0070557995,-0.0105264485,0.011477966,-0.012446215,-0.013697448,-0.012160456,0.010896687,-0.007224437,-0.0053213555,0.008955665,-0.014029268,0.0102020325,-0.0008573422,-0.014064288,-0.012572617,-0.0021393332,-0.015687572,-0.015267974,-0.0088071665,0.011848738,-0.015223958
rplo 460 (Bacteroidetes),-0.003241259,0.0072805076,0.0017427627,0.006884648,0.008010778,-0.0065988298,-0.010033732,0.007378269,-0.0068303496,0.012262937,-0.007834738,-0.0029925886,-0.000389108,0.0068948567,0.00063029485,-0.0065237735,-0.0004865282,0.006140653,0.006000382,-0.007603743,0.003418284,-0.0041418388,0.011095208,-0.003060618,0.0049836338,0.0032950714,0.010328673,0.0012846079
rplo 462 (Chloroflexi),0.008349162,-0.0062069227,-0.012059501,-0.0034306678,-0.0083603235,0.010109581,0.00667463,-0.006524574,0.010279989,-0.0031018143,0.010080171,0.0151307,0.011128426,-0.008904073,0.006397579,0.006730274,-0.0064286673,0.016069695,-0.0062120296,0.0020150424,0.012411834,0.009991183,-0.004202723,0.014397519,0.0071324063,0.017289799,-0.010891465,0.01309655
rplo 47 (Proteobacteria),-0.0077486117,-0.0034653207,0.0042127115,-0.0067879707,-0.005467426,-0.0010304742,0.0018378933,-0.0032177872,-0.0013364435,-0.0008469727,2.4904297e-05,-0.0077948216,-0.0005490724,0.00039219417,-0.0063100536,0.004049455,0.00014437185,-0.009092923,-0.0012417505,0.0048231,-0.0007522763,-0.0010188649,-0.006906783,-0.0043682815,-0.01344224,-0.012890646,0.0022840588,-0.003345733
rplo 48 (Actinobacteria),-0.0050413734,0.00412315,0.005425427,-0.0015962747,-0.0012090282,-0.007677774,-0.0062473943,-0.0014869883,-0.009001934,0.0044575417,-0.0057371054,-0.0041797194,-0.00050253776,0.0021693697,-0.010741377,-0.00399994,-0.00091412873,0.00026091214,0.0060959393,-0.001441864,-0.0025722813,-0.0016292289,-0.0046949447,-0.006451537,-0.016806437,-0.013989156,0.009895019,-0.003177648
rplo 49 (Gemmatimonadetes),0.005266117,-0.01454782,-0.009769295,-0.014978643,-0.013129518,0.013320308,0.011496446,-0.008910657,0.012893076,-0.0200342,0.012650571,0.004741067,0.006922042,-0.007945513,-0.00031216198,0.01232419,-0.007380371,0.0014463917,-0.018659052,0.009059617,0.007523951,0.010728124,-0.010775235,0.009666794,-0.003185784,-0.004835965,-0.009246738,0.0053136037
rplo 5 (Firmicutes),0.018784752,-0.021989157,-0.019597404,-0.022106403,-0.019805517,0.021059297,0.023525452,-0.021843607,0.021672579,-0.02392053,0.021256648,0.02078028,0.018328082,-0.021659352,0.010324341,0.019597119,-0.016833862,0.016431734,-0.020380504,0.0074275373,0.01292933,0.019092701,-0.013731884,0.022355812,-0.00040658147,0.001025192,-0.022605574,0.012873869
rplo 50 (Actinobacteria),0.0034361596,-0.0038312105,-0.0054406878,-0.01019109,-0.014101982,0.00060242595,-0.0063882447,-0.010635945,0.0024402495,-0.004315193,0.005347746,-0.0014482406,0.012167131,-0.009645537,-0.02245151,0.00454429,-0.012633601,0.008415008,-0.0046794326,0.017239045,0.0071114544,0.010017663,-0.01351953,0.0022391411,-0.015065518,-0.020345338,0.007077568,0.01457839
rplo 51 (Proteobacteria),-0.012649497,0.009202311,0.010513239,0.014742365,0.011669807,-0.009716257,-0.007396862,0.01408004,-0.005897348,0.012843906,-0.013356009,-0.012998042,-0.01938721,0.013970167,0.006815206,-0.008532966,0.015271233,-0.020988794,0.00970981,-0.007304532,-0.022181649,-0.016667513,0.011235445,-0.017023213,0.010014373,0.009042797,0.0016571104,-0.018069869
