#all species associated with D015212: Inflammatory Bowel Diseases; Chronic, non-specific inflammation of the GASTROINTESTINAL TRACT. Etiology may be genetic or environmental. This term includes CROHN DISEASE and ULCERATIVE COLITIS.
#in total 605 valid runs were included in GMrepo.
#please consult our web site for more details.
phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D015212	species	418756	Salinicoccus albus	Bacteria	3	0.000395940666666667	0.00040274	7.08580903590644e-05	
D015212	species	425358	Bacillus sp. CCBAU 10775	Bacteria	3	0.000385728	0.00041981	7.78234098713234e-05	
D015212	species	426117	Methylobacterium sp. 4-46	Bacteria	3	0.000265974666666667	0.000276193	7.83270017448219e-05	
D015212	species	426226	Flavobacterium subsaxonicum	Bacteria	3	0.000837332666666667	0.000519173	0.000596631522907006	
D015212	species	426599	Fulvibacter tottoriensis	Bacteria	3	0.000308556	0.00022218	0.000172635235687851	
D015212	species	429344	Maribacter polysiphoniae	Bacteria	3	0.000464909	0.000366079	0.000262809495640854	
D015212	species	431273	Lactobacillus senmaizukei	Bacteria	3	0.00758212333333333	0.00450979	0.00767694010107109	
D015212	species	432329	Deinococcus peraridilitoris	Bacteria	3	0.000311369333333333	0.000321928	3.38591092962194e-05	
D015212	species	436515	Variovorax boronicumulans	Bacteria	3	0.000459848666666667	0.00040274	0.000227990018591458	
D015212	species	453573	Actinomadura bangladeshensis	Bacteria	3	0.000347169333333333	0.000412761	0.000131155788756476	
D015212	species	453851	Henriciella marina	Bacteria	3	0.000424639	0.00037985	0.000244750665365796	
D015212	species	460086	Kribbella catacumbae	Bacteria	3	0.000228086	0.000233608	2.05141893332396e-05	
D015212	species	464131	Actinoplanes sp. HBUM 87051	Bacteria	3	0.000453983	0.000507331	0.000130277330829274	
D015212	species	464176	Streptomyces sp. HBUM 171192	Bacteria	3	0.000294901333333333	0.000216295	0.00016578577378754	
D015212	species	467997	Weissella ghanensis	Bacteria	3	0.003022902	0.00352038	0.00219798406745181	
D015212	species	470812	Nocardiopsis sp. YIM C555	Bacteria	3	0.000507102666666667	0.000265842	0.000471211701265295	
D015212	species	470815	Paraliobacillus quinghaiensis	Bacteria	3	0.000439960666666667	0.000412761	0.000258479067261419	
D015212	species	470826	Psychroflexus sediminis	Bacteria	3	0.000404033666666667	0.000366079	9.05001654215799e-05	
D015212	species	470863	Virgibacillus sp. YIM C834	Bacteria	3	0.000437424333333333	0.00041981	8.6803388818256e-05	
D015212	species	480391	Pediococcus argentinicus	Bacteria	3	0.0173056326666667	0.000878982	0.0286773989530726	
D015212	species	481000	Pseudonocardia callicarpae	Bacteria	3	0.000257651	0.000245274	4.30163519722442e-05	
D015212	species	481520	Lysobacter ximonensis	Bacteria	3	0.000362029333333333	0.000360779	5.71657561861411e-05	
D015212	species	483545	Thermobifida halotolerans	Bacteria	3	0.000351149	0.000353977	1.13122996777843e-05	
D015212	species	498846	Candidatus Korarchaeum cryptofilum	Archaea	3	0.000323049333333333	0.000273489	9.25425314994858e-05	
D015212	species	501482	Agrococcus versicolor	Bacteria	3	0.000402546333333333	0.000397972	2.52956254386669e-05	
D015212	species	508770	Sciscionella marina	Bacteria	3	0.000363387	0.000196157	0.000301081952496326	
D015212	species	517424	Salsuginibacillus halophilus	Bacteria	3	0.000380200666666667	0.000412761	0.000170116793445954	
D015212	species	521466	Bacillus sp. CCBAU 10778	Bacteria	3	0.000728116333333333	0.000859635	0.000328741683029903	
D015212	species	546871	Friedmanniella luteola	Bacteria	3	0.000281929333333333	0.000273489	5.30475130645475e-05	
D015212	species	549295	Flavihumibacter petaseus	Bacteria	3	0.000397096	0.000363099	9.777469989215e-05	
D015212	species	551276	Pseudonocardia acaciae	Bacteria	3	0.001002935	0.000463154	0.000978894064815494	
D015212	species	554283	Flavobacterium chungangense	Bacteria	3	0.000406189	0.000392314	5.14503398919774e-05	
D015212	species	561365	Maribacter arcticus	Bacteria	3	0.000327643	0.00022218	0.000205615954106193	
D015212	species	568898	Roseomonas aestuarii	Bacteria	3	0.000466513666666667	0.00041981	0.000224767593443391	
D015212	species	570835	Edaphobacter aggregans	Bacteria	3	0.000463299	0.00040274	0.000223622449613182	
D015212	species	574699	Laceyella tengchongensis	Bacteria	3	0.000398611666666667	0.000410753	7.13915593773755e-05	
D015212	species	589384	Amycolatopsis sp. CPCC202698	Bacteria	3	0.000327639333333333	0.000353977	5.37120612742923e-05	
D015212	species	626938	Succinatimonas hippei	Bacteria	3	0.00493843333333333	0.00428725	0.00120181348446143	
D015212	species	640331	Lactobacillus florum	Bacteria	3	0.000314157	0.000305499	4.29525153163351e-05	
D015212	species	648794	Aeromonas rivuli	Bacteria	3	0.000646231666666667	0.000707955	0.000173357911066479	
D015212	species	657018	Actinophytocola corallina	Bacteria	3	0.00030085	0.000305499	2.2692519846857e-05	
D015212	species	716816	Oceanicoccus sagamiensis	Bacteria	3	0.000449847333333333	0.000397972	0.000121311261852861	
D015212	species	758793	Burkholderia sp. RPE64	Bacteria	3	0.000231132666666667	0.00022218	3.12113275804368e-05	
D015212	species	870903	Terriglobus saanensis	Bacteria	3	0.000357249333333333	0.000338691	0.00010196116949277	
D015212	species	882126	Azospira sp. IHB B 2273	Bacteria	3	0.000260478666666667	0.00022218	8.98192559662644e-05	
D015212	species	882128	Bacillus sp. IHB B 2252	Bacteria	3	0.000583350666666667	0.000710964	0.000306550596524184	
D015212	species	882151	Bacillus sp. IHB B 4023	Bacteria	3	0.000419840666666667	0.000412761	6.29010259243308e-05	
D015212	species	908941	Salimicrobium salexigens	Bacteria	3	0.000292113	0.000273489	0.000119478651888109	
D015212	species	948676	Nitrosomonas sp. JPCCT2	Bacteria	3	0.002131169	0.000412761	0.00305021274950076	
D015212	species	985044	Formosa sp. KOPRI 21329	Bacteria	3	0.000314864666666667	0.000320858	0.000128932515748873	
D015212	species	994650	Sphingomonas sp. KOPRI 25661	Bacteria	3	0.000297365	0.000296678	2.42268065786641e-05	
D015212	species	996342	Marivita hallyeonensis	Bacteria	3	0.000540345	0.000507331	0.000156741671839368	
D015212	species	1041504	Candidatus Arthromitus sp. SFB-rat-Yit	Bacteria	3	0.000644268333333333	0.000305499	0.000675332810275299	
D015212	species	1070421	Weissella fabalis	Bacteria	3	0.000517989333333333	0.000463154	0.000172233288261397	
D015212	species	1076620	Pseudomonas zeshuii	Bacteria	3	0.000363113333333333	0.000296678	0.000135648063385856	
D015212	species	1113605	Paenibacillus sp. NBRC 13157	Bacteria	3	0.000407279666666667	0.000305499	0.00026772053435688	
D015212	species	1113646	Geobacillus sp. NBRC 15313	Bacteria	3	0.000353708333333333	0.000296678	0.000145583342935699	
D015212	species	1113647	Geobacillus sp. NBRC 15314	Bacteria	3	0.000341203333333333	0.000410753	0.000137304730553369	
D015212	species	1113744	Bacillus sp. NBRC 101253	Bacteria	3	0.000415372666666667	0.000485369	0.000193934788824319	
D015212	species	1113801	Marinobacter sp. NBRC 101708	Bacteria	3	0.000648031333333333	0.000710964	0.000436937428043574	
D015212	species	1113933	Bacillus sp. NBRC 104470	Bacteria	3	0.000446573	0.000440696	6.98471826847726e-05	
D015212	species	1123952	Thalassocella subtropicalis	Bacteria	3	0.000226236333333333	0.00022218	4.53607294951628e-05	
D015212	species	1123956	Oceanobacterium insulare	Bacteria	3	0.000487862333333333	0.000412761	0.000135126380982151	
D015212	species	1144673	Acinetobacter sp. CIP 64.7	Bacteria	3	0.00468815333333333	0.00439213	0.0036474355474269	
D015212	species	1186051	Blattabacterium sp. (Blaberus giganteus)	Bacteria	3	0.000248840666666667	0.00022218	6.3065500309863e-05	
D015212	species	1265732	Thioclava sp. KMM 6690	Bacteria	3	0.000300305333333333	0.000305499	2.46336113944613e-05	
D015212	species	1287640	Anaerococcus obesiensis	Bacteria	3	0.01067	0.00781	0.0114706015535368	
D015212	species	1293032	Saccharopolyspora ghardaiensis	Bacteria	3	0.001235056	0.000507331	0.00139537346081291	
D015212	species	1329800	Arenicella chitinivorans	Bacteria	3	0.000334923333333333	0.00037985	9.83070823152296e-05	
D015212	species	1333662	Polaribacter atrinae	Bacteria	3	0.000297639666666667	0.000233608	0.000144557567267623	
D015212	species	1387985	Saccharopolyspora cavernae	Bacteria	3	0.000309844	0.000276193	6.06420475495345e-05	
D015212	species	1393035	Thermoanaerobacterium sp. JCM 9321	Bacteria	3	0.000306028333333333	0.000338691	7.8663784229678e-05	
D015212	species	1394889	Thermosynechococcus sp. NK55a	Bacteria	3	0.000399834333333333	0.000305499	0.000276315587291657	
D015212	species	1411121	Hymenobacter latericoloratus	Bacteria	3	0.000444330333333333	0.000485982	0.000102242886766431	
D015212	species	1425361	Gracilibacillus sp. YIM 93565	Bacteria	3	0.000258381666666667	0.000273489	5.62146945320646e-05	
D015212	species	1463858	Streptomyces sp. NRRL F-5135	Bacteria	3	0.000310548333333333	0.000273489	7.09142957120307e-05	
D015212	species	1485585	Cecembia rubra	Bacteria	3	0.000442987	0.000360779	0.000287664157782995	
D015212	species	1485588	Crenalkalicoccus roseus	Bacteria	3	0.000368134666666667	0.00040274	0.000137834506529872	
D015212	species	1488214	Brenneria sp. IHBB 6841	Bacteria	3	0.000334591666666667	0.000338691	8.73401810413359e-05	
D015212	species	1494461	Lactococcus laudensis	Bacteria	3	0.00139301866666667	0.00175796	0.00105368751637539	
D015212	species	1494462	Lactococcus hircilactis	Bacteria	3	0.000272125	0.000305499	7.7954078219167e-05	
D015212	species	1503961	Bacillus caseinilyticus	Bacteria	3	0.00259791	0.00101466	0.00328648060908626	
D015212	species	1516126	Dysgonomonas termitidis	Bacteria	3	0.002531533	0.00105808	0.00309326647174261	
D015212	species	1521435	Enteractinococcus sp. YIM 101632	Bacteria	3	0.000316254	0.000245274	0.000167289972410184	
D015212	species	1546487	Actinomadura sp. JCM 4674	Bacteria	3	0.000304411	0.000353977	9.38615954903815e-05	
D015212	species	1652018	Novosphingobium sp. YIM78043	Bacteria	3	0.000498510333333333	0.000485982	0.000184236256812641	
D015212	species	1735103	Nitratireductor sp. 2-2-12-1	Bacteria	3	0.000329008333333333	0.000305499	0.000146032228639206	
D015212	species	1737446	Chitinibacter sp. STM-7	Bacteria	3	0.000306118666666667	0.000305499	0.000123389666999848	
D015212	species	1746656	Chitinophaga sp. HBUM179489	Bacteria	3	0.000358002333333333	0.000338691	6.43695345433951e-05	
D015212	species	1750644	Aeromicrobium sp. YIM Y47	Bacteria	3	0.000297997	0.000327836	8.18858812189256e-05	
D015212	species	1755642	Lachnospiraceae bacterium MC_35	Bacteria	3	0.00345516666666667	0.00309148	0.00171526505346356	
D015212	species	1775536	Variovorax sp. JCM 10066	Bacteria	3	0.000353894333333333	0.000363099	8.09186013308024e-05	
D015212	species	1775542	Bacillus sp. JCM 9763	Bacteria	3	0.000237321333333333	0.00022218	3.14600284541088e-05	
D015212	species	1872678	Pseudoalteromonas fuliginea	Bacteria	3	0.000311881666666667	0.000245274	0.000172100549430655	
D015212	species	61	Vitreoscilla stercoraria	Bacteria	2	0.002209375	0.002209375	0.00281031812008	
D015212	species	72	Simonsiella muelleri	Bacteria	2	0.0006019415	0.0006019415	0.000163991497586003	
D015212	species	106	Runella slithyformis	Bacteria	2	0.000307442	0.000307442	4.41927596105969e-05	
D015212	species	140	Borrelia hermsii	Bacteria	2	0.0004138945	0.0004138945	2.25178154468856e-05	
D015212	species	142	Borrelia turicatae	Bacteria	2	0.000318174	0.000318174	0.000119594384115643	
D015212	species	173	Leptospira interrogans	Bacteria	2	0.0006350685	0.0006350685	0.000180648104923633	
D015212	species	188	Magnetospirillum magnetotacticum	Bacteria	2	0.0002926395	0.0002926395	9.96447804980271e-05	
D015212	species	203	Campylobacter rectus	Bacteria	2	0.0003511065	0.0003511065	0.000237681923680578	
D015212	species	346	Xanthomonas citri	Bacteria	2	0.000565387	0.000565387	0.000205876967769588	
D015212	species	353	Azotobacter chroococcum	Bacteria	2	0.000434055	0.000434055	0.000103627912996451	
D015212	species	405	Methylobacillus flagellatus	Bacteria	2	0.002477709	0.002477709	0.00305024793621797	
D015212	species	406	Methylobacillus glycogenes	Bacteria	2	0.000525287	0.000525287	5.55856640690745e-05	
D015212	species	426	Methylosinus trichosporium	Bacteria	2	0.0003511385	0.0003511385	0.000190697506497856	
D015212	species	455	Legionella jamestowniensis	Bacteria	2	0.000260897	0.000260897	6.30767533089648e-05	
D015212	species	521	Bordetella avium	Bacteria	2	0.000262706	0.000262706	8.37525555908594e-05	
D015212	species	569	Hafnia alvei	Bacteria	2	0.00552	0.00552	0.00265872149726142	
D015212	species	615	Serratia marcescens	Bacteria	2	20.97741	20.97741	27.5047425897462	
D015212	species	754	Pasteurella dagmatis	Bacteria	2	0.000193262	0.000193262	1.44560910345778e-05	
D015212	species	889	Desulfovibrio longus	Bacteria	2	0.00045817	0.00045817	0.000357504703286544	
D015212	species	926	Thiomonas intermedia	Bacteria	2	0.000467098	0.000467098	0.000354689004083859	
D015212	species	932	Thiomicrospira thyasirae	Bacteria	2	0.000370334	0.000370334	6.99696302119713e-05	
D015212	species	974	Sporohalobacter lortetii	Bacteria	2	0.000373823	0.000373823	6.50354390928515e-05	
D015212	species	983	Flavobacterium flevense	Bacteria	2	0.0004203925	0.0004203925	0.000203928888587419	
D015212	species	1124	Chlorogloeopsis fritschii	Bacteria	2	0.0004550355	0.0004550355	7.39570053510822e-05	
D015212	species	1206	Trichodesmium erythraeum	Bacteria	2	0.000430654	0.000430654	0.000108437653322082	
D015212	species	1252	Leuconostoc carnosum	Bacteria	2	0.01397	0.01397	0.0165180144085178	
D015212	species	1276	Kytococcus sedentarius	Bacteria	2	0.0002685765	0.0002685765	7.3937206361209e-05	
D015212	species	1326	Streptococcus acidominimus	Bacteria	2	0.00296628	0.00296628	0.00269860231972034	
D015212	species	1371	Marinococcus halophilus	Bacteria	2	0.0005082315	0.0005082315	0.000286707051033804	
D015212	species	1399	Bacillus firmus	Bacteria	2	0.0003829195	0.0003829195	2.8030419913016e-05	
D015212	species	1445	Bacillus alcalophilus	Bacteria	2	0.0003861935	0.0003861935	9.08851416926881e-05	
D015212	species	1449	Amphibacillus xylanus	Bacteria	2	0.000502644	0.000502644	8.76077017618885e-05	
D015212	species	1603	Lactobacillus amylophilus	Bacteria	2	0.000267424	0.000267424	0.000100786757949643	
D015212	species	1615	Weissella halotolerans	Bacteria	2	0.002986884	0.002986884	0.00377033012683929	
D015212	species	1751	Propionibacterium thoenii	Bacteria	2	0.000434055	0.000434055	0.000103627912996451	
D015212	species	1848	Pseudonocardia thermophila	Bacteria	2	0.000523323	0.000523323	0.000261109078448069	
D015212	species	1861	Geodermatophilus obscurus	Bacteria	2	0.000361799	0.000361799	5.78993174571169e-05	
D015212	species	1892	Streptomyces anulatus	Bacteria	2	0.0003408185	0.0003408185	2.82284098117482e-05	
D015212	species	1896	Streptomyces bikiniensis	Bacteria	2	0.000582773	0.000582773	0.000254605110274715	
D015212	species	1931	Streptomyces sp.	Bacteria	2	0.0004613285	0.0004613285	0.000305547204111738	
D015212	species	1935	Streptomyces violaceoruber	Bacteria	2	0.000503239	0.000503239	0.000103834388176557	
D015212	species	1950	Streptomyces peucetius	Bacteria	2	0.0002880035	0.0002880035	0.0001298905659565	
D015212	species	1967	Streptomyces kanamyceticus	Bacteria	2	0.000472923	0.000472923	0.0004099564701014	
D015212	species	1993	Actinomadura madurae	Bacteria	2	0.0006240875	0.0006240875	0.000196177584052052	
D015212	species	2094	Mycoplasma arginini	Bacteria	2	0.0004495115	0.0004495115	9.85162380752534e-05	
D015212	species	2099	Mycoplasma hyopneumoniae	Bacteria	2	0.0006231235	0.0006231235	0.000603821814978972	
D015212	species	2104	Mycoplasma pneumoniae	Bacteria	2	0.000441136	0.000441136	0.000110360983766909	
D015212	species	2109	Mycoplasma synoviae	Bacteria	2	0.0006438125	0.0006438125	9.49665620336969e-05	
D015212	species	2151	Mesoplasma florum	Bacteria	2	0.002918737	0.002918737	0.00347271878213281	
D015212	species	2190	Methanocaldococcus jannaschii	Archaea	2	0.000333139	0.000333139	3.90888628639923e-05	
D015212	species	2376	Sporomusa paucivorans	Bacteria	2	0.00568371	0.00568371	0.00106659986874179	
D015212	species	2377	Sporomusa termitida	Bacteria	2	0.000375726	0.000375726	5.23753992824876e-05	
D015212	species	28084	Legionella cherrii	Bacteria	2	0.0003683315	0.0003683315	4.19179970955197e-05	
D015212	species	28175	Vibrio orientalis	Bacteria	2	0.0002861495	0.0002861495	7.4304901887426e-05	
D015212	species	28255	Marinomonas vaga	Bacteria	2	0.0007516245	0.0007516245	0.000630916732620478	
D015212	species	28264	Arcanobacterium haemolyticum	Bacteria	2	0.006183635	0.006183635	0.0064558354147585	
D015212	species	29303	Streptomyces cattleya	Bacteria	2	0.000255438	0.000255438	0.000102386233488687	
D015212	species	29575	Taylorella equigenitalis	Bacteria	2	0.0002710875	0.0002710875	9.56057865638895e-05	
D015212	species	31962	Actinomadura rifamycini	Bacteria	2	0.002227594	0.002227594	0.00269501870255329	
D015212	species	31973	Eggerthia catenaformis	Bacteria	2	0.00342533	0.00342533	0.00315027384727106	
D015212	species	32025	Helicobacter hepaticus	Bacteria	2	0.000252484	0.000252484	9.82086466254372e-05	
D015212	species	32048	Synechococcus sp. PCC 6716	Bacteria	2	0.0003647555	0.0003647555	0.000201632205762125	
D015212	species	33906	Actinopolyspora mortivallis	Bacteria	2	0.0012031895	0.0012031895	0.00131479505604505	
D015212	species	33961	Lactobacillus homohiochii	Bacteria	2	0.0280727	0.0280727	0.00123559838944537	
D015212	species	33984	Luteococcus japonicus	Bacteria	2	0.00031246	0.00031246	0.000127675200411043	
D015212	species	34011	Niveispirillum irakense	Bacteria	2	0.0003451855	0.0003451855	0.000229308365177767	
D015212	species	34078	Scytonema hofmannii	Bacteria	2	0.0004526515	0.0004526515	7.73284904837796e-05	
D015212	species	35755	Corynebacterium kutscheri	Bacteria	2	0.0026264715	0.0026264715	0.00332379573005389	
D015212	species	35790	Rickettsia japonica	Bacteria	2	0.0002720655	0.0002720655	7.88713974803287e-05	
D015212	species	35794	Rickettsia slovaca	Bacteria	2	0.0002442695	0.0002442695	8.65915893173234e-05	
D015212	species	36839	Clostridium felsineum	Bacteria	2	0.000969764	0.000969764	0.000917691665905276	
D015212	species	37331	Pseudonocardia petroleophila	Bacteria	2	0.000543095	0.000543095	0.000490644424902597	
D015212	species	37333	Nocardia transvalensis	Bacteria	2	0.0009646305	0.0009646305	0.000646719154966435	
D015212	species	37752	Flavobacterium hibernum	Bacteria	2	0.0004349775	0.0004349775	4.55907097170026e-05	
D015212	species	38311	Rhodococcus marinonascens	Bacteria	2	0.0003394665	0.0003394665	8.94822418388141e-05	
D015212	species	39440	Isochromatium buderi	Bacteria	2	0.0004199795	0.0004199795	9.33416306505302e-05	
D015212	species	40561	Zoogloea resiniphila	Bacteria	2	0.000790887	0.000790887	0.000366568398007793	
D015212	species	44473	Gloeothece membranacea	Bacteria	2	0.0002570205	0.0002570205	1.66120596104155e-05	
D015212	species	45465	Vogesella indigofera	Bacteria	2	0.0002307845	0.0002307845	2.0491247412005e-05	
D015212	species	49900	Thermococcus stetteri	Archaea	2	0.0002673045	0.0002673045	2.06828733497063e-06	
D015212	species	52697	Actinoplanes regularis	Bacteria	2	0.000343125	0.000343125	9.84801756294128e-05	
D015212	species	54248	Hyperthermus butylicus	Archaea	2	0.0004689265	0.0004689265	0.000357274893582659	
D015212	species	54291	Raoultella ornithinolytica	Bacteria	2	0.07581	0.07581	0.0949927249846008	
D015212	species	54308	Pleurocapsa minor	Bacteria	2	0.000466572	0.000466572	0.000345622480935485	
D015212	species	55518	Magnetospirillum gryphiswaldense	Bacteria	2	0.0003426745	0.0003426745	5.2574096288001e-05	
D015212	species	55758	Methanobrevibacter filiformis	Archaea	2	0.002373295	0.002373295	0.0011493808596153	
D015212	species	57489	Thiorhodococcus minor	Bacteria	2	0.000311372	0.000311372	6.02525688249057e-05	
D015212	species	58116	Glycomyces tenuis	Bacteria	2	0.000344817	0.000344817	0.000140775060639305	
D015212	species	62140	Acidiphilium multivorum	Bacteria	2	0.0003061725	0.0003061725	0.00014254777733974	
D015212	species	63658	Thiomicrospira kuenenii	Bacteria	2	0.00029335	0.00029335	3.89021866737591e-05	
D015212	species	64970	Marinobacterium jannaschii	Bacteria	2	0.000255438	0.000255438	0.000102386233488687	
D015212	species	65655	Hydrogenophaga palleronii	Bacteria	2	0.00269943	0.00269943	0.00233251899696444	
D015212	species	66904	Streptomyces roseolilacinus	Bacteria	2	0.00261486	0.00261486	0.00343911282525014	
D015212	species	67372	Streptomyces variabilis	Bacteria	2	0.0004020045	0.0004020045	0.00014895416477729	
D015212	species	68891	Streptococcus peroris	Bacteria	2	0.002535	0.002535	0.00184554869889689	
D015212	species	74329	Brevundimonas mediterranea	Bacteria	2	0.000357665	0.000357665	0.000228406804031754	
D015212	species	76935	[Bacillus] agaradhaerens	Bacteria	2	0.0002983535	0.0002983535	9.15639642026272e-05	
D015212	species	78580	Mycoplasma alvi	Bacteria	2	0.000260897	0.000260897	6.30767533089648e-05	
D015212	species	80881	Simplicispira metamorpha	Bacteria	2	0.0002585075	0.0002585075	8.81769227207436e-05	
D015212	species	81424	[Clostridium] methoxybenzovorans	Bacteria	2	0.0002370715	0.0002370715	4.48242059661964e-05	
D015212	species	83557	Chlamydia caviae	Bacteria	2	0.000540985	0.000540985	0.00011006965577306	
D015212	species	83769	Succinimonas amylolytica	Bacteria	2	0.0002091685	0.0002091685	1.84010397668175e-05	
D015212	species	84035	Propionispira arboris	Bacteria	2	0.0003357305	0.0003357305	8.8022773442445e-05	
D015212	species	84159	Magnetospirillum magneticum	Bacteria	2	0.0003668095	0.0003668095	6.49852345113873e-05	
D015212	species	84205	Chlorobium ferrooxidans	Bacteria	2	0.000250828	0.000250828	7.73164696684995e-05	
D015212	species	84597	Thermococcus aegaeus	Archaea	2	0.000236175	0.000236175	5.65939983390465e-05	
D015212	species	85682	Anaerobacillus arseniciselenatis	Bacteria	2	0.000236175	0.000236175	5.65939983390465e-05	
D015212	species	86182	Curvibacter lanceolatus	Bacteria	2	0.0003704695	0.0003704695	0.000193551389466725	
D015212	species	86663	Bacillus carboniphilus	Bacteria	2	0.005658565	0.005658565	0.000806137085891724	
D015212	species	87649	gamma proteobacterium MBIC3957	Bacteria	2	0.0002091685	0.0002091685	1.84010397668175e-05	
D015212	species	87651	Pseudomonas sp. MBIC3963	Bacteria	2	0.0004966565	0.0004966565	1.50960226715516e-05	
D015212	species	87883	Burkholderia multivorans	Bacteria	2	0.00342886	0.00342886	0.00139352361795558	
D015212	species	92945	Ketogulonicigenium vulgare	Bacteria	2	0.000348381	0.000348381	0.000162313533194247	
D015212	species	93220	Pandoraea pnomenusa	Bacteria	2	0.000402953	0.000402953	9.08801919452198e-05	
D015212	species	100053	Leptospira alexanderi	Bacteria	2	0.0003547315	0.0003547315	0.000121572161782622	
D015212	species	104271	marine bacterium MBIC1357	Bacteria	2	0.00031246	0.00031246	0.000127675200411043	
D015212	species	104623	Serratia sp. ATCC 39006	Bacteria	2	0.001822256	0.001822256	0.002014241749471	
D015212	species	110101	Laceyella putida	Bacteria	2	0.000353843	0.000353843	3.67794521166371e-05	
D015212	species	111105	Porphyromonas gulae	Bacteria	2	0.0005771615	0.0005771615	0.000179184393886577	
D015212	species	112234	Chryseobacterium joostei	Bacteria	2	0.0003554075	0.0003554075	0.000214852274143189	
D015212	species	115778	Leuconostoc gelidum subsp. gasicomitatum	Bacteria	2	0.005075	0.005075	0.00273650324319194	
D015212	species	119206	Aerococcus sanguinicola	Bacteria	2	0.0027565405	0.0027565405	0.00292438080784642	
D015212	species	119394	Pseudothermotoga thermarum	Bacteria	2	0.0001998205	0.0001998205	5.18097138575384e-06	
D015212	species	119495	Actinomyces catuli	Bacteria	2	0.00272639	0.00272639	0.00112287142638861	
D015212	species	119978	Acidithiobacillus albertensis	Bacteria	2	0.000277768	0.000277768	6.24516709143959e-05	
D015212	species	121292	Pseudarthrobacter sulfonivorans	Bacteria	2	0.0003547315	0.0003547315	0.000121572161782622	
D015212	species	123305	Microbacterium sp. VKM Ac-2014	Bacteria	2	0.0002259035	0.0002259035	6.06181430307792e-05	
D015212	species	124225	Brackiella oedipodis	Bacteria	2	0.0003451855	0.0003451855	0.000229308365177767	
D015212	species	124798	Microbacterium phyllosphaerae	Bacteria	2	0.004372195	0.004372195	0.00181120452253466	
D015212	species	124919	Corynebacterium sp. ATCC 43833	Bacteria	2	0.001349102	0.001349102	0.000902463414265642	
D015212	species	126385	Providencia alcalifaciens	Bacteria	2	0.037784905	0.037784905	0.0457428720252462	
D015212	species	127886	Bacillus hemicellulosilyticus	Bacteria	2	0.000862812	0.000862812	0.00021474550101923	
D015212	species	134602	Actinomadura nitritigenes	Bacteria	2	0.000275067	0.000275067	0.000111595592206861	
D015212	species	143224	Zobellia uliginosa	Bacteria	2	0.000441977	0.000441977	6.2232467812228e-05	
D015212	species	143361	Filifactor alocis	Bacteria	2	0.0025753195	0.0025753195	0.00295563634178843	
D015212	species	146786	Thermosynechococcus elongatus	Bacteria	2	0.000346334	0.000346334	1.08088342572176e-05	
D015212	species	149015	Streptococcus hyovaginalis	Bacteria	2	0.002720185	0.002720185	0.00209664938796404	
D015212	species	151894	Pedobacter africanus	Bacteria	2	0.000333319	0.000333319	0.000183614417870711	
D015212	species	153376	Pseudonocardia zijingensis	Bacteria	2	0.000843886	0.000843886	0.000817477664448393	
D015212	species	154117	Georgenia muralis	Bacteria	2	0.000410273	0.000410273	4.30246192080767e-05	
D015212	species	154981	Aliiroseovarius crassostreae	Bacteria	2	0.0006231235	0.0006231235	0.000603821814978972	
D015212	species	156981	Cellulomonas hominis	Bacteria	2	0.0003261215	0.0003261215	0.000114335630983959	
D015212	species	157268	Helicobacter winghamensis	Bacteria	2	0.0018572445	0.0018572445	0.00198949513344982	
D015212	species	160699	Agrobacterium larrymoorei	Bacteria	2	0.0004535605	0.0004535605	0.000364023520702303	
D015212	species	166935	Pseudoalteromonas translucida	Bacteria	2	0.000563921	0.000563921	0.000160459499213976	
D015212	species	168471	Laribacter hongkongensis	Bacteria	2	0.000531011	0.000531011	0.000492105307512528	
D015212	species	168935	Thalassospira lucentensis	Bacteria	2	0.000214157	0.000214157	4.40060834203636e-05	
D015212	species	171392	Chroococcidiopsis cubana	Bacteria	2	0.0002410685	0.0002410685	3.50350196874499e-05	
D015212	species	171393	Myxosarcina sp. PCC 7312	Bacteria	2	0.0002710175	0.0002710175	7.31926229206193e-06	
D015212	species	173990	Rheinheimera pacifica	Bacteria	2	0.001346089	0.001346089	0.00148409126870351	
D015212	species	174035	Cytophaga sp. MBIC04683	Bacteria	2	0.000468574	0.000468574	5.4810675036894e-05	
D015212	species	177400	Anaerophaga thermohalophila	Bacteria	2	0.000422714	0.000422714	0.000217713935286651	
D015212	species	180916	Cellvibrio fulvus	Bacteria	2	0.000759839	0.000759839	0.000619299675312364	
D015212	species	182270	Aurantimonas coralicida	Bacteria	2	0.0005457155	0.0005457155	0.000202197891187074	
D015212	species	189749	Nocardia sp. DSM 6249	Bacteria	2	0.0007456225	0.0007456225	4.90145207515079e-05	
D015212	species	190898	Desulfotignum phosphitoxidans	Bacteria	2	0.0003133105	0.0003133105	6.71305964855072e-05	
D015212	species	191577	Epilithonimonas tenax	Bacteria	2	0.0003175965	0.0003175965	0.00015870375307629	
D015212	species	194424	Sulfurospirillum halorespirans	Bacteria	2	0.000718581	0.000718581	1.07720647045958e-05	
D015212	species	194841	Thiobacillus sp. DSM 612	Bacteria	2	0.0003763905	0.0003763905	0.000201924947969536	
D015212	species	195913	Loktanella salsilacus	Bacteria	2	0.0005457155	0.0005457155	0.000202197891187074	
